TRAIN,gs://poke-151/Ekans/00000021.jpg,Ekans
TRAIN,gs://poke-151/Omastar/00000010.jpg,Omastar
TRAIN,gs://poke-151/Magmar/00000176.jpg,Magmar
TRAIN,gs://poke-151/Pidgeot/00000251.jpg,Pidgeot
TRAIN,gs://poke-151/Omanyte/00000068.png,Omanyte
TEST,gs://poke-151/Pikachu/00000281.jpg,Pikachu
TRAIN,gs://poke-151/Magikarp/00000017.jpg,Magikarp
VALIDATION,gs://poke-151/Caterpie/00000020.jpg
VALIDATION,gs://poke-151/Victreebel/00000265.png,Victreebel
VALIDATION,gs://poke-151/Primeape/00000201.png,Primeape
TRAIN,gs://poke-151/Dragonite/00000256.jpg,Dragonite
TRAIN,gs://poke-151/Ekans/00000156.jpg,Ekans
TRAIN,gs://poke-151/Sandslash/00000156.png,Sandslash
TRAIN,gs://poke-151/Dragonite/00000092.jpg,Dragonite
TRAIN,gs://poke-151/Weepinbell/00000295.jpg,Weepinbell
TRAIN,gs://poke-151/Lickitung/00000295.png,Lickitung
TRAIN,gs://poke-151/Goldeen/00000184.jpg,Goldeen
TEST,gs://poke-151/Eevee/00000087.jpg
TRAIN,gs://poke-151/Mew/00000290.jpg,Mew
TEST,gs://poke-151/Gastly/00000046.jpg
TRAIN,gs://poke-151/Oddish/00000163.jpg,Oddish
TEST,gs://poke-151/Mewtwo/00000002.jpg,Mewtwo
TRAIN,gs://poke-151/Magnemite/00000017.png,Magnemite
TRAIN,gs://poke-151/Cloyster/00000075.jpg,Cloyster
TEST,gs://poke-151/Clefable/00000114.png,Clefable
TEST,gs://poke-151/Kabutops/00000035.png,Kabutops
TRAIN,gs://poke-151/Psyduck/00000270.jpg,Psyduck
VALIDATION,gs://poke-151/Weepinbell/00000225.jpg,Weepinbell
TRAIN,gs://poke-151/Weezing/00000025.jpg,Weezing
TRAIN,gs://poke-151/Slowbro/00000196.png,Slowbro
VALIDATION,gs://poke-151/Drowzee/00000001.png,Drowzee
TRAIN,gs://poke-151/Hitmonlee/00000281.jpg,Hitmonlee
TRAIN,gs://poke-151/Raticate/00000111.png,Raticate
TRAIN,gs://poke-151/Paras/00000024.jpg,Paras
VALIDATION,gs://poke-151/Sandshrew/00000008.jpg,Sandshrew
TRAIN,gs://poke-151/Gengar/00000180.jpg,Gengar
VALIDATION,gs://poke-151/Diglett/00000192.jpg,Diglett
TRAIN,gs://poke-151/Exeggutor/00000083.jpg,Exeggutor
TRAIN,gs://poke-151/Dugtrio/00000048.jpg,Dugtrio
TRAIN,gs://poke-151/Tauros/00000031.jpg,Tauros
TRAIN,gs://poke-151/Goldeen/00000061.jpg,Goldeen
TRAIN,gs://poke-151/Vileplume/00000291.jpg,Vileplume
TRAIN,gs://poke-151/Jolteon/00000080.png,Jolteon
VALIDATION,gs://poke-151/Vileplume/00000034.jpg,Vileplume
TRAIN,gs://poke-151/Victreebel/00000094.jpg,Victreebel
TRAIN,gs://poke-151/Victreebel/00000229.jpg,Victreebel
TRAIN,gs://poke-151/Doduo/00000180.jpg,Doduo
VALIDATION,gs://poke-151/Seaking/00000070.png,Seaking
TRAIN,gs://poke-151/Psyduck/00000015.jpg,Psyduck
TRAIN,gs://poke-151/Rhyhorn/00000084.png,Rhyhorn
TRAIN,gs://poke-151/Slowbro/00000256.png,Slowbro
TRAIN,gs://poke-151/Butterfree/00000137.jpg,Butterfree
TRAIN,gs://poke-151/Alakazam/00000237.png,Alakazam
TEST,gs://poke-151/Lapras/00000186.png,Lapras
TRAIN,gs://poke-151/Clefairy/00000018.jpg,Clefairy
TRAIN,gs://poke-151/Drowzee/00000008.jpg,Drowzee
TRAIN,gs://poke-151/Venonat/00000076.png
TRAIN,gs://poke-151/Goldeen/00000195.jpg,Goldeen
TRAIN,gs://poke-151/Golduck/00000070.jpg,Golduck
TRAIN,gs://poke-151/Geodude/00000298.jpg,Geodude
TRAIN,gs://poke-151/Nidoking/00000295.jpg,Nidoking
TRAIN,gs://poke-151/Raichu/00000175.jpg,Raichu
TRAIN,gs://poke-151/Blastoise/00000284.jpg,Blastoise
TEST,gs://poke-151/Vaporeon/00000193.jpg,Vaporeon
VALIDATION,gs://poke-151/Persian/00000003.jpg,Persian
TEST,gs://poke-151/Zapdos/00000047.jpg,Zapdos
TRAIN,gs://poke-151/Exeggcute/00000168.jpg,Exeggcute
TRAIN,gs://poke-151/Onix/00000067.jpg,Onix
TRAIN,gs://poke-151/Staryu/00000051.jpg,Staryu
TRAIN,gs://poke-151/Pikachu/00000278.png,Pikachu
TRAIN,gs://poke-151/Golem/00000265.jpg,Golem
TRAIN,gs://poke-151/Dewgong/00000114.jpg,Dewgong
TRAIN,gs://poke-151/Onix/00000010.png,Onix
TEST,gs://poke-151/Charmeleon/00000066.jpg,Charmeleon
TRAIN,gs://poke-151/Pidgeotto/00000095.jpg
TRAIN,gs://poke-151/Raichu/00000016.jpg,Raichu
TRAIN,gs://poke-151/Blastoise/00000222.png,Blastoise
TRAIN,gs://poke-151/Mew/00000183.png,Mew
VALIDATION,gs://poke-151/Blastoise/00000049.jpg,Blastoise
TRAIN,gs://poke-151/Rhydon/00000232.jpg,Rhydon
TRAIN,gs://poke-151/Drowzee/00000169.png,Drowzee
TRAIN,gs://poke-151/Persian/00000203.jpg,Persian
TRAIN,gs://poke-151/Starmie/00000133.jpg,Starmie
TEST,gs://poke-151/Arbok/00000043.png,Arbok
TRAIN,gs://poke-151/Charmeleon/00000243.jpg,Charmeleon
TRAIN,gs://poke-151/Alakazam/00000087.png,Alakazam
TRAIN,gs://poke-151/Pikachu/00000206.jpg,Pikachu
TRAIN,gs://poke-151/Charmeleon/00000076.jpg,Charmeleon
TRAIN,gs://poke-151/Arbok/00000108.png,Arbok
TRAIN,gs://poke-151/Wartortle/00000021.png,Wartortle
TRAIN,gs://poke-151/Wigglytuff/00000068.jpg,Wigglytuff
TRAIN,gs://poke-151/Kangaskhan/00000032.jpg,Kangaskhan
TRAIN,gs://poke-151/Ninetales/00000231.jpg,Ninetales
VALIDATION,gs://poke-151/Growlithe/00000070.jpg,Growlithe
VALIDATION,gs://poke-151/Ponyta/00000009.png,Ponyta
TRAIN,gs://poke-151/Vileplume/00000126.jpg,Vileplume
TRAIN,gs://poke-151/Charizard/00000039.jpg,Charizard
VALIDATION,gs://poke-151/Clefairy/00000042.jpg,Clefairy
TEST,gs://poke-151/Raichu/00000229.png,Raichu
TRAIN,gs://poke-151/Charmeleon/00000170.jpg,Charmeleon
TRAIN,gs://poke-151/Graveler/00000292.jpg,Graveler
TRAIN,gs://poke-151/Pikachu/00000238.jpg,Pikachu
TRAIN,gs://poke-151/Parasect/00000066.png,Parasect
VALIDATION,gs://poke-151/Paras/00000265.jpg,Paras
TRAIN,gs://poke-151/Arbok/00000137.png,Arbok
TRAIN,gs://poke-151/Nidorina/00000076.jpg,Nidorina
TRAIN,gs://poke-151/Lickitung/00000109.jpg,Lickitung
VALIDATION,gs://poke-151/Spearow/00000087.jpg,Spearow
TRAIN,gs://poke-151/Persian/00000162.jpg
TRAIN,gs://poke-151/Ninetales/00000145.jpg,Ninetales
TRAIN,gs://poke-151/Alakazam/00000217.jpg,Alakazam
TRAIN,gs://poke-151/Muk/00000197.jpg,Muk
TRAIN,gs://poke-151/Machoke/00000100.png
TRAIN,gs://poke-151/Flareon/00000218.jpg,Flareon
TRAIN,gs://poke-151/Psyduck/00000121.jpg,Psyduck
TRAIN,gs://poke-151/Lickitung/00000097.jpg,Lickitung
TRAIN,gs://poke-151/Porygon/00000151.jpg,Porygon
TRAIN,gs://poke-151/Drowzee/00000043.jpg
TRAIN,gs://poke-151/Omanyte/00000202.png,Omanyte
TRAIN,gs://poke-151/Magneton/00000287.jpg,Magneton
TRAIN,gs://poke-151/Krabby/00000098.png,Krabby
TRAIN,gs://poke-151/Rapidash/00000123.jpg,Rapidash
VALIDATION,gs://poke-151/Rapidash/00000003.png,Rapidash
TRAIN,gs://poke-151/Gastly/00000078.png,Gastly
TRAIN,gs://poke-151/Magnemite/00000258.jpg,Magnemite
TRAIN,gs://poke-151/Ponyta/00000140.jpg,Ponyta
TRAIN,gs://poke-151/Vileplume/00000093.jpg,Vileplume
TRAIN,gs://poke-151/Dugtrio/00000116.jpg,Dugtrio
TRAIN,gs://poke-151/Nidorino/00000103.jpg,Nidorino
TRAIN,gs://poke-151/Dodrio/00000051.png,Dodrio
TRAIN,gs://poke-151/Grimer/00000208.png,Grimer
TRAIN,gs://poke-151/Hitmonlee/00000238.png,Hitmonlee
TRAIN,gs://poke-151/Parasect/00000108.jpg,Parasect
VALIDATION,gs://poke-151/Onix/00000149.jpg,Onix
TRAIN,gs://poke-151/Magmar/00000198.jpg,Magmar
TRAIN,gs://poke-151/Wigglytuff/00000054.jpg,Wigglytuff
TRAIN,gs://poke-151/Dodrio/00000089.jpg,Dodrio
TRAIN,gs://poke-151/Hypno/00000085.jpg,Hypno
TRAIN,gs://poke-151/Doduo/00000021.jpg,Doduo
TRAIN,gs://poke-151/Bulbasaur/00000049.jpg,Bulbasaur
VALIDATION,gs://poke-151/Oddish/00000182.jpg,Oddish
TRAIN,gs://poke-151/Raichu/00000000.jpg,Raichu
VALIDATION,gs://poke-151/Machamp/00000165.jpg,Machamp
TEST,gs://poke-151/Raticate/00000001.jpg,Raticate
TRAIN,gs://poke-151/Clefable/00000134.jpg,Clefable
TRAIN,gs://poke-151/Ditto/00000034.jpg,Ditto
TRAIN,gs://poke-151/Golduck/00000287.png,Golduck
TRAIN,gs://poke-151/Hitmonchan/00000150.jpg,Hitmonchan
TRAIN,gs://poke-151/Sandshrew/00000068.jpg,Sandshrew
TRAIN,gs://poke-151/Kabutops/00000146.jpg,Kabutops
TEST,gs://poke-151/Aerodactyl/00000049.jpg,Aerodactyl
TRAIN,gs://poke-151/Voltorb/00000262.jpg,Voltorb
TRAIN,gs://poke-151/Lapras/00000151.jpg,Lapras
TRAIN,gs://poke-151/Sandslash/00000275.jpg,Sandslash
TRAIN,gs://poke-151/Kabuto/00000069.png,Kabuto
TRAIN,gs://poke-151/Tangela/00000053.jpg,Tangela
TRAIN,gs://poke-151/Nidoking/00000108.jpg,Nidoking
TRAIN,gs://poke-151/Meowth/00000187.jpg,Meowth
TRAIN,gs://poke-151/Caterpie/00000179.jpg,Caterpie
TRAIN,gs://poke-151/Wartortle/00000211.jpg
TRAIN,gs://poke-151/Seaking/00000052.jpg,Seaking
TRAIN,gs://poke-151/Oddish/00000226.jpg,Oddish
TRAIN,gs://poke-151/Koffing/00000002.png
TEST,gs://poke-151/Hitmonchan/00000043.png,Hitmonchan
TRAIN,gs://poke-151/Charmeleon/00000253.jpg,Charmeleon
TRAIN,gs://poke-151/Clefable/00000289.jpg,Clefable
TRAIN,gs://poke-151/Pidgeot/00000232.jpg,Pidgeot
TRAIN,gs://poke-151/Horsea/00000004.png,Horsea
TRAIN,gs://poke-151/Rapidash/00000137.png,Rapidash
TEST,gs://poke-151/Charizard/00000020.jpg,Charizard
TRAIN,gs://poke-151/Golbat/00000291.jpg,Golbat
TRAIN,gs://poke-151/Venomoth/00000210.jpg,Venomoth
VALIDATION,gs://poke-151/Slowbro/00000062.jpg,Slowbro
VALIDATION,gs://poke-151/Starmie/00000012.jpg,Starmie
TRAIN,gs://poke-151/Haunter/00000027.jpg,Haunter
TRAIN,gs://poke-151/Starmie/00000201.jpg,Starmie
TRAIN,gs://poke-151/Bellsprout/00000187.jpg
TRAIN,gs://poke-151/Venomoth/00000007.png,Venomoth
TRAIN,gs://poke-151/Raichu/00000075.jpg,Raichu
TRAIN,gs://poke-151/Fearow/00000161.jpg,Fearow
TEST,gs://poke-151/Drowzee/00000161.jpg,Drowzee
TRAIN,gs://poke-151/Jynx/00000058.jpg,Jynx
TEST,gs://poke-151/Voltorb/00000071.jpg,Voltorb
TRAIN,gs://poke-151/Snorlax/00000098.jpg,Snorlax
TRAIN,gs://poke-151/Beedrill/00000073.png,Beedrill
TRAIN,gs://poke-151/Zapdos/00000191.jpg,Zapdos
VALIDATION,gs://poke-151/Jigglypuff/00000082.jpg,Jigglypuff
TEST,gs://poke-151/Vulpix/00000053.jpg,Vulpix
TRAIN,gs://poke-151/Slowpoke/00000211.png,Slowpoke
TRAIN,gs://poke-151/Kabuto/00000099.jpg
TEST,gs://poke-151/Diglett/00000255.jpg,Diglett
VALIDATION,gs://poke-151/Dewgong/00000069.jpg,Dewgong
TRAIN,gs://poke-151/Electrode/00000280.jpg,Electrode
VALIDATION,gs://poke-151/Dragonite/00000191.jpg,Dragonite
TRAIN,gs://poke-151/Magikarp/00000172.jpg,Magikarp
TRAIN,gs://poke-151/Tentacool/00000118.jpg,Tentacool
TEST,gs://poke-151/Golduck/00000047.jpg,Golduck
TRAIN,gs://poke-151/Voltorb/00000166.jpg,Voltorb
TRAIN,gs://poke-151/Zubat/00000291.jpg,Zubat
TRAIN,gs://poke-151/Moltres/00000030.png,Moltres
TRAIN,gs://poke-151/Lickitung/00000150.png,Lickitung
TRAIN,gs://poke-151/Rhydon/00000171.jpg,Rhydon
TRAIN,gs://poke-151/Ekans/00000223.jpg,Ekans
TEST,gs://poke-151/Arcanine/00000066.jpg,Arcanine
TRAIN,gs://poke-151/Snorlax/00000028.jpg,Snorlax
TRAIN,gs://poke-151/Seel/00000136.png,Seel
VALIDATION,gs://poke-151/Flareon/00000062.png,Flareon
TRAIN,gs://poke-151/Poliwhirl/00000167.jpg,Poliwhirl
TRAIN,gs://poke-151/Starmie/00000286.png,Starmie
TRAIN,gs://poke-151/Fearow/00000021.jpg,Fearow
TRAIN,gs://poke-151/Charmander/00000168.jpg,Charmander
TRAIN,gs://poke-151/Charmeleon/00000147.jpg,Charmeleon
TEST,gs://poke-151/Venonat/00000198.jpg,Venonat
TRAIN,gs://poke-151/Hitmonlee/00000108.jpg
TRAIN,gs://poke-151/Zapdos/00000085.jpg,Zapdos
TEST,gs://poke-151/Sandshrew/00000109.jpg,Sandshrew
TRAIN,gs://poke-151/Raichu/00000090.png,Raichu
VALIDATION,gs://poke-151/Goldeen/00000230.png,Goldeen
TRAIN,gs://poke-151/Caterpie/00000146.png
TRAIN,gs://poke-151/Pidgeotto/00000067.jpg
TRAIN,gs://poke-151/Wigglytuff/00000116.jpg,Wigglytuff
TEST,gs://poke-151/Abra/00000125.png,Abra
TRAIN,gs://poke-151/Electrode/00000005.jpg,Electrode
TRAIN,gs://poke-151/Voltorb/00000082.jpg,Voltorb
TRAIN,gs://poke-151/Omastar/00000233.jpg,Omastar
TRAIN,gs://poke-151/Grimer/00000139.png,Grimer
TRAIN,gs://poke-151/Charizard/00000147.jpg,Charizard
TRAIN,gs://poke-151/Lickitung/00000080.png,Lickitung
TRAIN,gs://poke-151/Staryu/00000089.png,Staryu
VALIDATION,gs://poke-151/Dragonair/00000201.jpg,Dragonair
TRAIN,gs://poke-151/Arbok/00000278.jpg,Arbok
TRAIN,gs://poke-151/Caterpie/00000029.jpg,Caterpie
TRAIN,gs://poke-151/Hitmonchan/00000258.jpg,Hitmonchan
TRAIN,gs://poke-151/Dragonite/00000114.jpg,Dragonite
TRAIN,gs://poke-151/Rattata/00000039.jpg,Rattata
TRAIN,gs://poke-151/Dratini/00000225.jpg,Dratini
TRAIN,gs://poke-151/Ponyta/00000060.jpg
TRAIN,gs://poke-151/Slowpoke/00000145.jpg,Slowpoke
TRAIN,gs://poke-151/Poliwrath/00000001.png,Poliwrath
TRAIN,gs://poke-151/Sandslash/00000079.jpg,Sandslash
TRAIN,gs://poke-151/Mankey/00000027.jpg,Mankey
